timestamp,open,high,low,close,volume
2023-07-25,127.97870635986328,127.97870635986328,127.97870635986328,127.97870635986328,82100000
2023-07-26,158.5648048614787,172.24806213378906,140.05216266952942,172.24806213378906,1455700700
2023-07-27,196.3949867319838,212.49293646411363,164.19908726772417,172.24806213378906,1923689900
2023-07-28,170.63828612210455,188.3460327951532,156.9550273292943,183.5166473388672,1044256600
2023-07-31,185.1264385585368,223.7615213881444,183.5166434406364,220.5419311523437,1089315900
2023-08-01,225.3712927776834,239.85944731339163,214.10272813879925,222.1517028808593,811834400
2023-08-02,225.3713165060447,225.3713165060447,202.83418485544024,220.5419311523437,201588500
2023-08-03,220.54192648128588,246.298647822166,220.54192648128588,236.639877319336,826650600
2023-08-04,239.85945432405944,241.46924931952293,220.5419143784976,226.9810943603516,395550500
2023-08-07,226.98111162394505,230.2007018597457,217.3223409165431,220.5419311523437,207535000
2023-08-08,220.5419122605097,223.76150222051712,201.22437250046505,202.83416748046875,410684900
2023-08-09,193.17539830361645,209.27334816225115,191.56560331775296,199.6145782470703,256373200
2023-08-10,201.22437728078745,214.1027374267578,201.22437728078745,214.1027374267578,167272000
2023-08-11,215.7125251076438,220.54190999811345,212.4929351806641,212.4929351806641,154208000
2023-08-14,212.49293736049108,214.1027323404948,201.22437250046505,202.83416748046875,125829900
2023-08-15,206.05376476377955,209.2733548382136,202.83417468934547,204.4439697265625,58370500
2023-08-16,204.443955078125,206.05375,199.6145703125,201.224365234375,74045100
2023-08-18,201.22436715775177,202.8341620950138,188.34600765965567,191.5655975341797,152407100
2023-08-21,191.5655975341797,194.7851874087037,185.1264177851316,191.5655975341797,112073400
2023-08-22,191.56560403792585,207.66355395707927,188.34601405409515,196.39498901367188,276390500
2023-08-23,199.6145703125,209.27333984375,193.175390625,201.224365234375,201186300
2023-08-24,202.83416748046875,209.2733474004837,201.22437250046505,202.83416748046875,103886300
2023-08-25,202.83416142739543,206.0537512913224,189.9558019716877,194.78518676757807,153552600
2023-08-28,194.7851874087037,198.00477728322767,189.9558025969177,191.5655975341797,59769500
