timestamp,open,high,low,close,volume
2022-06-20,92.0,92.0,91.0,91.0,2061200
2022-06-21,91.0,93.0,91.0,92.0,3293600
2022-06-22,92.0,93.0,90.0,90.0,3408800
2022-06-23,91.0,93.0,90.0,90.0,5926400
2022-06-24,90.0,92.0,90.0,91.0,2006200
2022-06-27,90.0,92.0,90.0,91.0,3966300
2022-06-28,91.0,92.0,91.0,91.0,1698600
2022-06-29,91.0,93.0,90.0,91.0,4541300
2022-06-30,92.0,92.0,90.0,91.0,2560300
2022-07-01,91.0,91.0,90.0,90.0,2423000
2022-07-04,90.0,91.0,88.0,90.0,8397400
2022-07-05,90.0,91.0,89.0,91.0,2342500
2022-07-06,91.0,91.0,89.0,89.0,3612600
2022-07-07,89.0,91.0,89.0,90.0,1279900
2022-07-08,90.0,91.0,89.0,90.0,2180200
2022-07-11,90.0,91.0,89.0,90.0,5728200
2022-07-12,90.0,93.0,89.0,90.0,13185800
2022-07-13,91.0,91.0,89.0,89.0,3049900
2022-07-14,89.0,90.0,89.0,89.0,4490700
2022-07-15,89.0,91.0,89.0,90.0,2607400
2022-07-18,90.0,91.0,89.0,90.0,737800
2022-07-19,89.0,91.0,89.0,90.0,3585700
2022-07-20,90.0,91.0,89.0,91.0,2729500
2022-07-21,90.0,91.0,89.0,90.0,2576000
2022-07-22,89.0,95.0,89.0,92.0,35068400
2022-07-25,92.0,92.0,90.0,91.0,1827200
2022-07-26,91.0,92.0,90.0,91.0,1698000
2022-07-27,92.0,92.0,90.0,90.0,2430300
2022-07-28,90.0,92.0,90.0,91.0,4439600
2022-07-29,91.0,93.0,90.0,91.0,7897600
2022-08-01,92.0,93.0,90.0,91.0,4123000
2022-08-02,91.0,95.0,90.0,92.0,27193400
2022-08-03,92.0,93.0,90.0,91.0,6079100
2022-08-04,91.0,93.0,91.0,91.0,2589800
2022-08-05,91.0,92.0,91.0,91.0,5739800
2022-08-08,91.0,93.0,91.0,92.0,3220900
2022-08-09,92.0,93.0,91.0,92.0,2722000
2022-08-10,91.0,93.0,91.0,92.0,2577300
2022-08-11,92.0,93.0,92.0,93.0,3685700
2022-08-12,93.0,94.0,92.0,93.0,2409000
2022-08-15,92.0,94.0,92.0,94.0,2759100
2022-08-16,94.0,95.0,92.0,93.0,7076100
2022-08-18,93.0,95.0,93.0,95.0,5198800
2022-08-19,95.0,95.0,93.0,93.0,1849400
2022-08-22,94.0,94.0,92.0,94.0,2510800
2022-08-23,94.0,94.0,93.0,93.0,3083100
2022-08-24,94.0,96.0,93.0,94.0,6986600
2022-08-25,95.0,96.0,94.0,95.0,4222600
2022-08-26,94.0,95.0,93.0,94.0,3344300
2022-08-29,93.0,94.0,93.0,94.0,1726200
2022-08-30,94.0,96.0,93.0,94.0,5964200
2022-08-31,95.0,95.0,94.0,95.0,4061200
2022-09-01,95.0,96.0,94.0,95.0,6553400
2022-09-02,95.0,96.0,94.0,96.0,3894000
2022-09-05,95.0,97.0,95.0,96.0,5900000
2022-09-06,97.0,98.0,95.0,96.0,5615600
2022-09-07,96.0,98.0,95.0,96.0,3933800
2022-09-08,98.0,98.0,96.0,97.0,7220100
2022-09-09,97.0,97.0,95.0,96.0,3326900
2022-09-12,97.0,97.0,94.0,95.0,7787000
