timestamp,open,high,low,close,volume
2022-06-20,346.0089960786485,369.6832958103456,338.7245961612033,353.2933959960937,152265700
2022-06-21,355.1145027562192,356.9356027703536,342.366802657278,346.0090026855469,53776900
2022-06-22,338.7245961612033,360.577795913539,336.903496181842,353.2933959960937,125368800
2022-06-23,349.6512035472973,356.93560362119933,329.6191033440668,336.90350341796875,68683500
2022-06-24,338.7246252511967,342.366825522715,315.0503234863281,315.0503234863281,54918500
2022-06-27,315.0503208181246,333.2613220214844,304.1237200961087,333.2613220214844,52493400
2022-06-28,335.0824162409856,344.1879166823167,331.4402160644531,331.4402160644531,49441500
2022-06-29,331.4401981630805,335.0823981428946,322.3346982135453,325.9768981933594,22733400
2022-06-30,324.15577392578126,331.44017333984374,315.05027465820314,318.6924743652344,24469200
2022-07-01,323.3193107427553,340.0427233673806,306.59589811813004,319.6029968261719,33759100
2022-07-04,317.74484794661845,319.6030049521542,297.3051208857249,314.0285339355469,51598700
2022-07-05,315.8866922268693,354.9079895019531,314.02853521377006,354.9079895019531,102775900
2022-07-06,358.62428175216604,397.6455766578421,347.4753403505443,392.0711059570313,266762800
2022-07-07,392.07112397181305,429.2342636847811,384.6384960292194,421.8016357421875,287805800
2022-07-08,427.37610595703126,469.18463806152346,416.2271640625,464.5392456054688,288758900
2022-07-11,460.82293836805553,557.4471028645834,451.5321533203125,501.702392578125,253269900
2022-07-12,501.70235402960526,557.4470600328947,497.0569618626645,529.57470703125,151022300
2022-07-13,571.3832365337171,571.3832365337171,497.0569618626645,529.57470703125,128252400
2022-07-14,520.2839858659352,608.5464477539062,520.2839858659352,608.5464477539062,141756900
2022-07-15,617.837158203125,659.6456877055921,613.1917660361842,617.837158203125,177502300
2022-07-18,603.9010089376698,641.0641479492188,576.0286546790081,641.0641479492188,94389500
2022-07-19,641.064156218498,724.6812200730848,641.064156218498,720.0358276367188,140586000
2022-07-20,761.8443948997642,761.8443948997642,692.1635051223467,738.617431640625,163874000
2022-07-21,743.2627588757397,789.7166813054733,738.6173666327663,785.0712890625,119408600
2022-07-22,785.0712890625,785.0712890625,785.0712890625,785.0712890625,0
2022-07-25,780.4258870442708,836.1705932617188,752.5535339355469,836.1705932617188,164597500
2022-07-26,850.1068035016741,873.3337653459821,808.2982721819196,812.9436645507812,128379300
2022-07-27,840.8160940317007,850.1068796011118,789.7167733999399,845.4614868164062,76159200
2022-07-28,850.1068253366572,887.2699652420847,831.5252553839433,882.6245727539062,91985700
2022-07-29,887.2700125376383,915.1423689524332,873.3338343302408,891.9154052734375,103645500
2022-08-01,891.9153914304123,901.2061767578124,840.8160721297116,901.2061767578124,98103700
2022-08-02,901.2061364746096,943.0146685791016,877.979174194336,929.0784912109376,147364400
2022-08-03,929.0784366166772,966.2415740813442,901.2060835181768,924.4330444335938,78660800
2022-08-04,929.078531500154,947.660102130157,910.4969608701508,943.0147094726562,63913800
2022-08-05,947.6599958147322,975.5323486328124,919.7876429966516,975.5323486328124,71667100
2022-08-08,975.5323615440956,998.7593225332408,933.7238317636344,966.2415771484376,72092600
2022-08-09,961.5962801026592,975.5324580751616,901.2061755551492,943.0147094726562,74017700
2022-08-10,943.0146952121056,994.114013671875,919.7877322758468,994.114013671875,57754900
2022-08-11,994.1140068586484,1017.3409696357196,970.8870440815772,998.7593994140624,50110600
2022-08-12,998.7592176649304,1073.0854850260416,984.8230425347222,1045.213134765625,82036000
2022-08-15,1045.213290127841,1054.5040749289772,980.1777965198864,1021.986328125,65482300
2022-08-16,1012.6955433238636,1035.9225053267046,994.1139737215908,1021.986328125,59991900
2022-08-18,1021.9863698075458,1021.9863698075458,952.3054809570312,952.3054809570312,90393100
2022-08-19,943.014710731113,970.8870667133134,901.2061767578124,901.2061767578124,76006500
2022-08-22,901.20614236231,929.078497280732,840.8160400390625,840.8160400390625,54137200
2022-08-23,836.1706924438477,891.9154052734375,822.2345142364502,891.9154052734375,58994300
2022-08-24,891.9153245192308,910.496893780048,831.5252244215745,905.8515014648438,101387100
2022-08-25,905.851570747994,905.851570747994,854.7522513724663,859.3976440429688,41830100
2022-08-26,859.3976169162327,891.9153645833333,836.170654296875,877.9791870117188,59011900
2022-08-29,854.7522178248356,901.20614270662,840.8160403603002,882.6245727539062,59868000
2022-08-30,887.2699235722342,891.915315842246,859.3975699521641,868.6883544921875,38029000
2022-08-31,868.6884435434811,887.2700145283683,840.8160870661501,850.1068725585938,43228900
2022-09-01,850.1068655926249,859.3976510089377,831.5252947599992,854.7522583007812,53836900
2022-09-02,854.7521620008681,854.7521620008681,831.5252010769315,836.1705932617188,48185100
2022-09-05,836.1706478721218,882.6245727539062,794.3621154785156,882.6245727539062,83466700
2022-09-06,887.2699475039802,984.823187805465,877.9791627133627,980.1777954101562,135301200
2022-09-07,975.5325137867648,1031.277228860294,952.305549172794,1026.6318359375,128250300
2022-09-08,1026.6318426333398,1119.5397016951806,1008.0502708209716,1100.9581298828125,193731400
2022-09-09,1100.9581085205075,1119.5396799723308,1054.5041798909506,1114.894287109375,119662300
2022-09-12,1119.539687152687,1128.8304729381864,1040.568007975941,1110.2489013671875,100143500
2022-09-13,1105.603515625,1114.8943014705883,1063.794979319853,1105.603515625,47949800
2022-09-14,1096.3126220703125,1100.9580145367122,1073.0856597383145,1096.3126220703125,52087700
2022-09-15,1096.312715657552,1142.766644287109,1068.4403584798176,1114.894287109375,116426500
2022-09-16,1114.894219760237,1114.894219760237,1040.567938442888,1077.7310791015625,87456600
2022-09-19,1077.7310655381943,1077.7310655381943,1003.40478515625,1003.40478515625,64227300
2022-09-20,998.7593225332408,998.7593225332408,933.7238317636344,966.2415771484376,49720500
2022-09-21,952.3054005549504,970.8869693462664,905.8514785766602,966.2415771484376,55988800
2022-09-22,961.5961818982609,961.5961818982609,919.7876522505104,924.4330444335938,68016900
2022-09-23,924.4331254168256,952.3054809570312,915.1423402367568,952.3054809570312,22222400
2022-09-26,947.6600083571212,966.2415771484376,919.7876551701472,966.2415771484376,44745900
2022-09-27,966.2415771484376,984.8231459397535,938.3692239614634,966.2415771484376,51159500
2022-09-28,966.2415901850728,970.886982445578,933.7238443615367,956.9508056640624,53668700
2022-09-29,961.5961722237724,1008.0500935872396,947.6599958147322,975.5323486328124,59410000
2022-09-30,975.5323615440956,975.5323615440956,943.0146161592924,966.2415771484376,37540200
2022-10-03,966.2415825497789,1068.440211473313,956.9507981021846,1049.858642578125,101953500
2022-10-04,1049.8586361250689,1068.4402049060434,1012.6954985631196,1054.5040283203125,88042700
2022-10-05,1054.504102918837,1063.7948879665798,1003.40478515625,1003.40478515625,46809900
2022-10-06,998.7592291725056,1035.92236328125,975.5322703545404,1035.92236328125,53234600
2022-10-07,1035.9224971555311,1035.9224971555311,980.1777887884176,984.8231811523438,46027300
2022-10-10,984.8231497099904,984.8231497099904,919.7876586914062,919.7876586914062,82630100
2022-10-11,873.3337817382813,938.3692761230468,864.0429968261719,929.0784912109376,62348400
2022-10-12,882.6246049251463,956.9508874451586,882.6246049251463,943.0147094726562,43735000
2022-10-13,938.3692177220396,980.1777472245066,929.078433388158,970.886962890625,47113900
2022-10-14,970.8869938777044,975.5323861929088,905.8515014648438,905.8515014648438,46194200
2022-10-17,896.560743401812,915.1423132132484,873.3337811375163,887.2699584960938,33380000
2022-10-18,887.2699591064454,929.0784912109376,887.2699591064454,929.0784912109376,48462600
2022-10-19,929.0785186144768,947.6600889867664,910.4969482421876,910.4969482421876,40925700
2022-10-20,910.4969213867188,933.7238836669924,891.9153515625001,929.0784912109376,38442900
2022-10-21,929.0785327400127,947.6601033948132,901.2061767578124,901.2061767578124,44857600
2022-10-24,901.2061767578124,929.0785327400127,901.2061767578124,901.2061767578124,19814900
2022-10-25,924.4330921078202,933.723876953125,901.2061299945584,933.723876953125,44938500
2022-10-26,938.3693038006218,938.3693038006218,910.4969482421876,910.4969482421876,36540300
2022-10-27,910.4969608701508,956.9508874451586,905.85156821265,943.0147094726562,58383400
2022-10-28,943.014710731113,943.014710731113,901.2061767578124,901.2061767578124,44919800
2022-10-31,901.2061091496396,915.1422860952524,891.9153245192308,905.8515014648438,33415100
2022-11-01,905.851583480835,910.4969762166342,873.3338343302408,891.9154052734375,28662900
2022-11-02,891.9153577302632,896.5607502184416,840.8160403603002,882.6245727539062,39809200
2022-11-03,882.6245209665009,919.7876586914062,864.0429521040483,919.7876586914062,37363800
2022-11-04,915.1423468496286,952.305487838446,915.1423468496286,947.6600952148438,44923100
2022-11-07,947.660081304506,1008.050184524891,943.0146887490916,998.7593994140624,59531600
2022-11-08,998.7593190604392,1026.6316721504982,980.1777503337336,1012.6954956054688,46748700
2022-11-09,1012.6955433238636,1026.6317205255682,994.1139737215908,1021.986328125,23589500
2022-11-10,1008.0501251220704,1040.56787109375,989.4685559953962,1040.56787109375,27555900
2022-11-11,1031.277048658288,1082.3763618800951,1012.6954802139946,1068.440185546875,40279800
2022-11-14,1068.4401919435727,1073.0855840824577,1045.2132312491472,1063.7947998046875,29823200
2022-11-15,1063.7948879665798,1091.667243109809,1045.2133178710938,1087.0218505859375,27489400
2022-11-16,1087.0217475395698,1087.0217475395698,1035.922434621043,1073.0855712890625,52278200
2022-11-17,1073.0855776579483,1077.7309697690218,1045.2132249915082,1068.440185546875,16254600
2022-11-18,1068.4402804904514,1091.667243109809,1059.1494954427085,1087.0218505859375,39029000
2022-11-21,1087.0219439338234,1105.603515625,1077.7311580882354,1105.603515625,18422800
2022-11-22,1105.6034206814236,1110.2488132052952,1077.7310655381943,1087.0218505859375,38171800
