date,ticker,source,text
2026-07-03,IHSG,Kompas.com,"IHSG Hari Ini Menguat 2,28 Persen, Saham BBCA dan BBRI Kompak Naik - Kompas.com"
2026-07-03,IHSG,investor.id,"IHSG Melonjak, Saham AMMN dan ISAT Melejit - investor.id"
2026-06-24,IHSG,Kompas.id,"IHSG Anjlok 3 Persen, Tekanan Rupiah dan MSCI Diduga Jadi Penyebab - Kompas.id"
2026-07-01,BBRI,Katadata.co.id,Arah Investasi INA di Tengah Anjloknya Harga Saham BBRI dan BMRI - Katadata.co.id
2026-07-03,BBRI,investor.id,"Stress Test Valuasi Saham BBRI Dijalankan, Ini Hasilnya - investor.id"
2026-07-03,BBRI,Kompas.com,"10 Saham Net Sell Asing IHSG Sesi I 3 Juli 2026, BBRI Masih Teratas - Kompas.com"
2026-07-01,BBRI,IDNFinancials.com,"Transaksi asing net sell 95 juta lembar, BBRI top sell - IDNFinancials.com"
2026-07-03,BBRI,MSN,Hak jawab INA: Penjelasan asal usul kepemilikan saham BBRI dan BMRI - MSN
2026-07-03,BBCA,Kompas.com,"IHSG Akhiri Pekan Menghijau, Investor Asing Borong BBCA dan BMRI - Kompas.com"
2026-07-02,BBCA,investor.id,Duet Maut BBCA dan BMRI - investor.id
2026-07-03,BBCA,Bisnis.com - Market,"Indeks Bisnis-27 Ditutup Menguat, Saham ANTM-BBCA Kompak Naik - Bisnis.com - Market"
2026-07-03,BBCA,Suara.com,"IHSG Terbang ke Level 5.886 di Sesi I, BBCA dan ISAT Pendorongnya - Suara.com"
2026-07-02,BBCA,kontan.co.id,"Harga Longsor, Emiten Perbankan Kompak Buyback - kontan.co.id"
2026-06-30,TLKM,KONTAN,"Saham TLKM Turun 30,75% Sejak Awal 2026, Ini Katalis Pemulihan dan Rekomendasi Analis - KONTAN"
2026-07-03,TLKM,Lotus Andalan Sekuritas,"Buyback Penolak Merger Bisa Sedot Kas MTEL Hingga Rp2,98 Triliun, TLKM Jadi Pembeli Siaga - Lotus Andalan Sekuritas"
2026-06-18,TLKM,investor.id,Ini yang Bikin Saham TLKM Tetiba Turun - investor.id
2026-07-02,TLKM,Bareksa.com,"Rekomendasi Saham Hari Ini: AMMN, ESSA, MNCN & TLKM, IHSG Berpotensi Rebound Terbatas - Bareksa.com"
2026-06-09,TLKM,InvestorTrust,"Saham Telkom (TLKM) Terbang 9% Sesi I, Intip Kembali Target Harganya - InvestorTrust"
2026-07-03,ANTM,CNBC Indonesia,"Analis Buka-Bukaan Soal Prospek Saham ANTM, Target Segini! - CNBC Indonesia"
2026-07-03,ANTM,TrenAsia,"Mau Beli Saham Emas? Cek Dulu Prospek ANTM, MDKA hingga BRMS - TrenAsia"
2026-07-03,ANTM,Bisnis.com - Market,"Indeks Bisnis-27 Ditutup Menguat, Saham ANTM-BBCA Kompak Naik - Bisnis.com - Market"
2026-07-03,ANTM,Emitennews.com,"IHSG Terus Melaju, Borong Saham ANTM, BBCA, ARCI, dan BMRI - Emitennews.com"
2026-07-02,ANTM,KONTAN,"Saham ANTM Dikoleksi BlackRock dan Manulife, Analis Sebut Sudah Undervalued - KONTAN"
2026-07-14,BBRI,manual,"Positif (Bullish)	Cuan, terbang, meroket, HAKA, serok, akumulasi, ARA, hijau, breakout, net buy, laba naik, dividen
Negatif (Bearish)	Boncos, nyangkut, longsor, HAKI, guyur, ARB, merah, anjlok, bantingan, cutloss, rugi, net sell
Netral / Katalis	Sideways, konsolidasi, hold, RUPS, Laporan Keuangan (LK), Right Issue, Cum Date, IHSG, LQ45"
